municipio,abertura,fechamento,atividade,porte,natureza juridica
Canto do Buriti,2001-08-10,,ATIVIDADES IMOBILIÁRIAS,me,Sociedade Simples Limitada
Capitão de Campos,2004-08-09,2005-07-06,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",me,Eireli
Capitão Gervásio Oliveira,2010-07-26,2009-05-15,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",mei,Sociedade Simples Limitada
Caracol,2014-08-03,2008-10-30,CONSTRUÇÃO,pequena,MEI – Microempreendedor Individual
Caraúbas do Piauí,2002-02-11,2017-01-31,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",me,Sociedade Simples Limitada
Caridade do Piauí,2001-07-01,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",mei,MEI – Microempreendedor Individual
Castelo do Piauí,2001-12-06,,INDÚSTRIAS DE TRANSFORMAÇÃO,media/grande,Sociedade Simples Limitada
Caxingó,2020-08-22,2005-09-01,ATIVIDADES IMOBILIÁRIAS,mei,Eireli
Cocal,2016-10-22,2015-03-07,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,mei,Sociedade Anônima
Cocal de Telha,2018-12-03,,EDUCAÇÃO,media/grande,Sociedade Anônima
Cocal dos Alves,2009-02-23,2009-05-15,"TRANSPORTE, ARMAZENAGEM E CORREIO",me,Sociedade Simples Limitada
Coivaras,2002-11-03,2023-02-24,SERVIÇOS DOMÉSTICOS,mei,Sociedade Simples Limitada
Colônia do Gurguéia,2003-03-06,2016-12-11,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",mei,MEI – Microempreendedor Individual
Colônia do Piauí,2020-06-04,2003-06-10,ELETRICIDADE E GÁS,media/grande,Sociedade Anônima
Conceição do Canindé,2011-09-14,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,pequena,EI – Empresário Individual
Coronel José Dias,2024-06-02,2005-05-22,ALOJAMENTO E ALIMENTAÇÃO,mei,EI – Empresário Individual
Corrente,2018-11-13,,CONSTRUÇÃO,pequena,Eireli
Cristalândia do Piauí,2017-04-06,2009-11-25,INFORMAÇÃO E COMUNICAÇÃO,pequena,Eireli
Cristino Castro,2022-07-20,2024-01-10,ATIVIDADES IMOBILIÁRIAS,me,EI – Empresário Individual
Curimatá,2014-01-03,2010-10-21,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",media/grande,Sociedade Simples Limitada
Currais,2019-03-07,2009-07-30,ATIVIDADES IMOBILIÁRIAS,pequena,EI – Empresário Individual
Curral Novo do Piauí,2017-08-28,2006-12-10,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",pequena,Sociedade Anônima
Curralinhos,2022-09-09,2022-01-27,"TRANSPORTE, ARMAZENAGEM E CORREIO",me,MEI – Microempreendedor Individual
Demerval Lobão,2002-06-06,2021-01-19,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",me,EI – Empresário Individual
Dirceu Arcoverde,2004-07-07,2001-09-05,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",me,Eireli
Dom Expedito Lopes,2017-08-15,2017-12-21,ATIVIDADES IMOBILIÁRIAS,media/grande,Sociedade Simples Limitada
Dom Inocêncio,2021-04-09,2009-09-21,OUTRAS ATIVIDADES DE SERVIÇOS,media/grande,Sociedade Anônima
Domingos Mourão,2021-08-20,2021-01-23,OUTRAS ATIVIDADES DE SERVIÇOS,pequena,Sociedade Anônima
Elesbão Veloso,2009-09-12,2015-08-22,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",me,MEI – Microempreendedor Individual
Eliseu Martins,2020-10-25,2009-08-21,"TRANSPORTE, ARMAZENAGEM E CORREIO",media/grande,Sociedade Simples Limitada
Esperantina,2011-09-28,2020-03-27,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",pequena,EI – Empresário Individual
Fartura do Piauí,2016-02-15,,INFORMAÇÃO E COMUNICAÇÃO,media/grande,MEI – Microempreendedor Individual
Flores do Piauí,2013-11-20,2002-02-28,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",pequena,Sociedade Anônima
Floresta do Piauí,2015-02-08,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",me,Sociedade Simples Limitada
Floriano,2016-08-01,2006-12-07,SERVIÇOS DOMÉSTICOS,me,Eireli
Francinópolis,2001-11-16,2020-10-04,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",media/grande,Eireli
Francisco Ayres,2006-12-19,,INFORMAÇÃO E COMUNICAÇÃO,mei,EI – Empresário Individual
Francisco Macedo,2002-10-21,,INDÚSTRIAS DE TRANSFORMAÇÃO,media/grande,Sociedade Simples Limitada
Francisco Santos,2024-04-25,2006-02-20,SERVIÇOS DOMÉSTICOS,media/grande,Sociedade Simples Limitada
Fronteiras,2010-01-03,2010-12-16,COMÉRCIO,me,Eireli
Geminiano,2005-08-04,2018-08-21,EDUCAÇÃO,pequena,MEI – Microempreendedor Individual
Gilbués,2007-01-28,2018-07-10,INDÚSTRIAS DE TRANSFORMAÇÃO,media/grande,Sociedade Anônima
Guadalupe,2019-07-19,,OUTRAS ATIVIDADES DE SERVIÇOS,media/grande,Eireli
Guaribas,2013-03-03,,INDÚSTRIAS DE TRANSFORMAÇÃO,me,Sociedade Anônima
Hugo Napoleão,2021-07-26,,ALOJAMENTO E ALIMENTAÇÃO,me,Eireli
Ilha Grande,2017-03-10,2006-02-26,INFORMAÇÃO E COMUNICAÇÃO,pequena,Sociedade Simples Limitada
Inhuma,2005-12-10,2022-04-20,INDÚSTRIAS EXTRATIVAS,pequena,Sociedade Simples Limitada
Ipirá,2017-02-27,2011-08-17,INDÚSTRIAS EXTRATIVAS,me,Eireli
Isaías Coelho,2021-02-02,2002-12-30,INDÚSTRIAS EXTRATIVAS,pequena,Eireli
Itainópolis,2021-01-05,2000-11-04,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",media/grande,EI – Empresário Individual
Itaueira,2006-12-10,2011-12-05,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",mei,Sociedade Simples Limitada
Jacobina do Piauí,2022-07-25,2022-07-15,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",pequena,Eireli
Jaicós,2014-08-01,,INDÚSTRIAS EXTRATIVAS,pequena,MEI – Microempreendedor Individual
Jardim do Mulato,2007-01-17,2006-01-19,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",me,Sociedade Simples Limitada
Jatobá do Piauí,2017-07-01,2008-02-14,ELETRICIDADE E GÁS,media/grande,EI – Empresário Individual
Jerumenha,2023-04-09,2020-06-30,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",me,MEI – Microempreendedor Individual
João Costa,2021-06-01,2009-11-02,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",media/grande,EI – Empresário Individual
Joaquim Pires,2007-02-20,2023-08-31,INDÚSTRIAS EXTRATIVAS,me,MEI – Microempreendedor Individual
Joca Marques,2023-03-30,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",mei,Sociedade Simples Limitada
José de Freitas,2001-12-01,2017-12-11,INFORMAÇÃO E COMUNICAÇÃO,mei,MEI – Microempreendedor Individual
Juazeiro do Piauí,2008-01-25,2014-09-29,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",media/grande,Sociedade Simples Limitada
Júlio Borges,2014-10-15,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",mei,Sociedade Anônima
Jurema,2019-01-14,2017-01-17,SERVIÇOS DOMÉSTICOS,pequena,EI – Empresário Individual
Lagoa Alegre,2009-09-20,2001-12-10,INFORMAÇÃO E COMUNICAÇÃO,me,Eireli
Lagoa de São Francisco,2021-02-11,2017-08-28,CONSTRUÇÃO,pequena,Eireli
Lagoa do Barro do Piauí,2000-07-02,2024-02-04,SERVIÇOS DOMÉSTICOS,pequena,Sociedade Simples Limitada
Lagoa do Piauí,2020-07-15,2017-10-29,OUTRAS ATIVIDADES DE SERVIÇOS,pequena,Sociedade Anônima
Lagoa do Sítio,2017-11-09,,INDÚSTRIAS EXTRATIVAS,media/grande,Sociedade Simples Limitada
Lagoinha do Piauí,2011-11-07,2017-10-24,CONSTRUÇÃO,pequena,Sociedade Simples Limitada
Landri Sales,2008-07-12,2001-01-05,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",me,Eireli
Luís Correia,2018-07-28,2013-05-30,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",me,Sociedade Simples Limitada
Luzilândia,2001-11-22,2009-04-14,EDUCAÇÃO,me,Eireli
Madeiro,2012-06-24,2015-09-14,INDÚSTRIAS EXTRATIVAS,mei,EI – Empresário Individual
Manoel Emídio,2004-03-19,2013-12-20,ELETRICIDADE E GÁS,me,Sociedade Anônima
Marcolândia,2009-12-30,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",mei,MEI – Microempreendedor Individual
Marcos Parente,2015-09-02,2000-06-25,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",media/grande,Eireli
Massapê do Piauí,2016-09-28,2005-03-05,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",media/grande,MEI – Microempreendedor Individual
Matias Olímpio,2017-04-13,2016-08-06,ALOJAMENTO E ALIMENTAÇÃO,me,Sociedade Anônima
Miguel Alves,2003-10-04,2004-03-27,CONSTRUÇÃO,mei,Sociedade Simples Limitada
Miguel Leão,2021-07-14,,OUTRAS ATIVIDADES DE SERVIÇOS,mei,Sociedade Anônima
Milton Brandão,2009-11-23,2002-07-19,INDÚSTRIAS EXTRATIVAS,media/grande,MEI – Microempreendedor Individual
Monsenhor Gil,2001-11-03,2012-05-05,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",media/grande,MEI – Microempreendedor Individual
Monsenhor Hipólito,2007-02-24,2020-05-23,ALOJAMENTO E ALIMENTAÇÃO,me,Sociedade Anônima
Monte Alegre do Piauí,2019-08-17,2017-12-09,INDÚSTRIAS EXTRATIVAS,pequena,Sociedade Simples Limitada
Morro Cabeça no Tempo,2004-11-02,2010-01-22,INDÚSTRIAS EXTRATIVAS,media/grande,Sociedade Simples Limitada
Morro do Chapéu do Piauí,2024-06-05,2020-07-25,"TRANSPORTE, ARMAZENAGEM E CORREIO",pequena,MEI – Microempreendedor Individual
Murici dos Portelas,2018-12-22,2017-12-28,ATIVIDADES IMOBILIÁRIAS,me,Eireli
Nazaré do Piauí,2006-05-28,,INFORMAÇÃO E COMUNICAÇÃO,pequena,EI – Empresário Individual
Nossa Senhora de Nazaré,2011-04-18,2019-11-07,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,media/grande,MEI – Microempreendedor Individual
Nossa Senhora dos Remédios,2012-01-03,,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",pequena,Sociedade Anônima
Nova Santa Rita,2022-04-24,,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",mei,MEI – Microempreendedor Individual
Novo Oriente do Piauí,2020-01-08,2009-11-05,INDÚSTRIAS DE TRANSFORMAÇÃO,mei,MEI – Microempreendedor Individual
Novo Santo Antônio,2011-02-27,2008-08-11,INDÚSTRIAS DE TRANSFORMAÇÃO,me,EI – Empresário Individual
Oeiras,2021-11-05,2011-05-27,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",me,MEI – Microempreendedor Individual
Olho d'Água do Piauí,2014-07-16,2006-07-20,SERVIÇOS DOMÉSTICOS,pequena,Eireli
Padre Marcos,2023-08-28,2020-03-15,SERVIÇOS DOMÉSTICOS,media/grande,Eireli
Paes Landim,2013-09-07,2020-07-19,ATIVIDADES IMOBILIÁRIAS,media/grande,MEI – Microempreendedor Individual
Pajeú do Piauí,2020-11-01,2020-09-23,CONSTRUÇÃO,me,Sociedade Simples Limitada
Palmeira do Piauí,2017-09-20,2010-08-31,"TRANSPORTE, ARMAZENAGEM E CORREIO",media/grande,Sociedade Anônima
Palmeirais,2007-04-20,2015-11-08,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",pequena,Sociedade Anônima
Paquetá,2003-10-13,2008-05-06,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",me,Sociedade Anônima
Parnaguá,2006-09-12,2014-09-25,OUTRAS ATIVIDADES DE SERVIÇOS,pequena,Sociedade Simples Limitada
Parnaíba,2013-06-30,2004-01-10,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",mei,Eireli
Passagem Franca do Piauí,2010-07-21,2024-03-13,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",media/grande,Eireli
Patos do Piauí,2023-04-14,2023-04-05,ELETRICIDADE E GÁS,mei,Sociedade Anônima
Pau d'Arco do Piauí,2021-03-04,2019-02-01,ELETRICIDADE E GÁS,media/grande,Eireli
Paulistana,2016-09-16,2015-04-15,"TRANSPORTE, ARMAZENAGEM E CORREIO",media/grande,EI – Empresário Individual
Pavussu,2004-04-27,2022-02-26,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",me,EI – Empresário Individual
Pedro II,2001-06-29,2003-01-06,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",media/grande,EI – Empresário Individual
Pedro Laurentino,2008-04-24,2010-03-12,COMÉRCIO,me,EI – Empresário Individual
Picos,2006-06-24,2014-08-25,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",pequena,MEI – Microempreendedor Individual
Pimenteiras,2003-09-29,2021-12-22,INFORMAÇÃO E COMUNICAÇÃO,mei,Sociedade Simples Limitada
Pio IX,2024-01-12,,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",mei,Eireli
Piracuruca,2014-12-09,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",media/grande,EI – Empresário Individual
Piripiri,2021-10-02,2005-10-15,ATIVIDADES IMOBILIÁRIAS,me,EI – Empresário Individual
Porto,2011-05-02,2004-11-03,SERVIÇOS DOMÉSTICOS,pequena,MEI – Microempreendedor Individual
Porto Alegre do Piauí,2011-05-07,2018-02-15,SAÚDE HUMANA E SERVIÇOS SOCIAIS,pequena,Sociedade Simples Limitada
Prata do Piauí,2015-11-20,,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,pequena,Sociedade Simples Limitada
Queimada Nova,2001-08-18,2023-11-11,"TRANSPORTE, ARMAZENAGEM E CORREIO",media/grande,MEI – Microempreendedor Individual
Redenção do Gurguéia,2020-11-15,2015-08-05,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",media/grande,Sociedade Anônima
Regeneração,2009-06-04,2019-06-11,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",mei,Eireli
Riacho Frio,2022-11-09,,CONSTRUÇÃO,media/grande,EI – Empresário Individual
Ribeira do Piauí,2023-03-05,2007-01-27,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",me,Sociedade Anônima
Ribeiro Gonçalves,2017-08-09,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",mei,Sociedade Simples Limitada
Rio Grande do Piauí,2009-01-10,2016-12-09,SAÚDE HUMANA E SERVIÇOS SOCIAIS,me,Eireli
Santa Cruz do Piauí,2011-04-09,,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,media/grande,Sociedade Simples Limitada
Santa Cruz dos Milagres,2003-04-23,,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",pequena,MEI – Microempreendedor Individual
Santa Filomena,2023-03-10,2022-02-27,INFORMAÇÃO E COMUNICAÇÃO,pequena,Sociedade Simples Limitada
Santa Luz,2002-10-06,2015-12-31,OUTRAS ATIVIDADES DE SERVIÇOS,mei,Sociedade Simples Limitada
Santa Rosa do Piauí,2003-03-02,2023-09-03,COMÉRCIO,pequena,Sociedade Simples Limitada
Santana do Piauí,2017-10-07,2022-09-06,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",mei,Eireli
Santo Antônio de Lisboa,2000-06-30,2018-05-27,SAÚDE HUMANA E SERVIÇOS SOCIAIS,mei,EI – Empresário Individual
Santo Antônio dos Milagres,2015-01-19,2005-04-03,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",me,Eireli
Santo Inácio do Piauí,2001-06-28,2013-10-10,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",media/grande,EI – Empresário Individual
São Braz do Piauí,2019-01-05,,COMÉRCIO,me,EI – Empresário Individual
São Félix do Piauí,2001-07-06,2020-01-31,INFORMAÇÃO E COMUNICAÇÃO,me,Sociedade Simples Limitada
São Francisco de Assis do Piauí,2002-08-28,,ALOJAMENTO E ALIMENTAÇÃO,mei,EI – Empresário Individual
São Francisco do Piauí,2021-04-23,2001-01-17,INFORMAÇÃO E COMUNICAÇÃO,mei,Sociedade Simples Limitada
São Gonçalo do Gurguéia,2002-05-14,2009-01-17,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",me,Sociedade Anônima
São Gonçalo do Piauí,2017-03-04,2016-01-14,ALOJAMENTO E ALIMENTAÇÃO,media/grande,Eireli
São João da Canabrava,2013-11-09,2022-12-11,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",media/grande,Sociedade Anônima
São João da Fronteira,2017-06-20,2013-11-30,INFORMAÇÃO E COMUNICAÇÃO,pequena,MEI – Microempreendedor Individual
São João da Serra,2000-12-17,2006-06-23,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,pequena,Sociedade Simples Limitada
São João da Varjota,2004-11-05,2001-05-06,ALOJAMENTO E ALIMENTAÇÃO,media/grande,MEI – Microempreendedor Individual
São João do Arraial,2017-12-14,2013-10-14,ALOJAMENTO E ALIMENTAÇÃO,media/grande,EI – Empresário Individual
São João do Piauí,2019-08-26,2021-12-16,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",me,Sociedade Anônima
São José do Divino,2020-05-30,2020-05-18,INDÚSTRIAS EXTRATIVAS,pequena,Sociedade Simples Limitada
São José do Peixe,2014-04-02,2015-04-03,INDÚSTRIAS DE TRANSFORMAÇÃO,media/grande,EI – Empresário Individual
São José do Piauí,2005-12-30,2019-04-07,INFORMAÇÃO E COMUNICAÇÃO,media/grande,Sociedade Simples Limitada
São Julião,2019-04-27,2002-01-13,INFORMAÇÃO E COMUNICAÇÃO,media/grande,Eireli
São Lourenço do Piauí,2023-02-04,2001-07-03,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,media/grande,Sociedade Simples Limitada
São Luis do Piauí,2021-07-16,2015-10-26,ELETRICIDADE E GÁS,mei,Eireli
São Miguel da Baixa Grande,2008-09-20,2010-01-23,ALOJAMENTO E ALIMENTAÇÃO,me,Sociedade Simples Limitada
São Miguel do Fidalgo,2009-06-28,2016-04-08,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,media/grande,EI – Empresário Individual
São Miguel do Tapuio,2012-02-15,2005-04-29,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",pequena,MEI – Microempreendedor Individual
São Pedro do Piauí,2003-08-18,2002-11-26,ATIVIDADES IMOBILIÁRIAS,me,Sociedade Simples Limitada
São Raimundo Nonato,2011-09-12,,ALOJAMENTO E ALIMENTAÇÃO,pequena,Eireli
Sebastião Barros,2003-09-04,2008-03-28,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,me,EI – Empresário Individual
Sebastião Leal,2009-08-27,2018-02-11,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,me,Eireli
Sigefredo Pacheco,2002-06-19,,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",pequena,MEI – Microempreendedor Individual
Simões,2003-11-19,2002-08-17,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",pequena,EI – Empresário Individual
Simplício Mendes,2011-11-14,2024-01-16,COMÉRCIO,pequena,Sociedade Simples Limitada
Socorro do Piauí,2016-01-20,2021-12-28,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",me,EI – Empresário Individual
Sussuapara,2021-04-07,2009-11-20,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",media/grande,Eireli
Tamboril do Piauí,2001-11-30,2004-03-01,EDUCAÇÃO,me,MEI – Microempreendedor Individual
Tanque do Piauí,2004-04-07,2009-06-01,SAÚDE HUMANA E SERVIÇOS SOCIAIS,pequena,Sociedade Anônima
Teresina,2019-03-14,2004-12-06,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",media/grande,Sociedade Simples Limitada
União,2023-04-30,2018-02-27,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",me,Sociedade Simples Limitada
Uruçuí,2002-08-24,2004-09-05,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,pequena,Sociedade Anônima
Valença do Piauí,2022-06-02,2003-11-05,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",mei,Sociedade Anônima
Várzea Branca,2015-05-25,2010-05-15,INDÚSTRIAS EXTRATIVAS,mei,Sociedade Anônima
Várzea Grande,2017-10-02,,INDÚSTRIAS DE TRANSFORMAÇÃO,pequena,Sociedade Simples Limitada
Vera Mendes,2021-06-23,2024-02-29,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",me,Eireli
Vila Nova do Piauí,2011-10-28,2007-10-31,EDUCAÇÃO,media/grande,Eireli
Wall Ferraz.,2000-10-02,2013-09-12,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",me,Sociedade Simples Limitada
Acauã,2020-07-30,2007-01-24,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",pequena,Sociedade Anônima
Agricolândia,2003-08-30,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",media/grande,Sociedade Simples Limitada
Água Branca,2015-08-18,,OUTRAS ATIVIDADES DE SERVIÇOS,me,MEI – Microempreendedor Individual
Alagoinha do Piauí,2020-12-20,2020-12-23,SERVIÇOS DOMÉSTICOS,mei,Sociedade Anônima
Alegrete do Piauí,2006-06-15,2012-03-10,CONSTRUÇÃO,pequena,Sociedade Simples Limitada
Alto Longá,2022-06-07,2006-05-29,SAÚDE HUMANA E SERVIÇOS SOCIAIS,media/grande,MEI – Microempreendedor Individual
Altos,2023-07-19,2010-08-04,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",me,MEI – Microempreendedor Individual
Alvorada do Gurguéia,2007-08-02,2013-11-24,ALOJAMENTO E ALIMENTAÇÃO,pequena,EI – Empresário Individual
Amarante,2011-11-07,2011-02-19,OUTRAS ATIVIDADES DE SERVIÇOS,mei,EI – Empresário Individual
Angical do Piauí,2013-03-20,2013-03-05,SERVIÇOS DOMÉSTICOS,pequena,EI – Empresário Individual
Anísio de Abreu,2010-12-10,2011-11-25,INDÚSTRIAS DE TRANSFORMAÇÃO,media/grande,Sociedade Simples Limitada
Antônio Almeida,2010-12-06,2016-09-15,CONSTRUÇÃO,media/grande,Eireli
Aroazes,2006-05-30,,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",pequena,MEI – Microempreendedor Individual
Aroeiras do Itaim,2012-02-06,2011-10-25,COMÉRCIO,pequena,Sociedade Simples Limitada
Arraial,2007-04-20,2014-11-02,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",media/grande,Eireli
Assunção do Piauí,2015-04-08,2016-05-01,INDÚSTRIAS DE TRANSFORMAÇÃO,mei,Sociedade Simples Limitada
Avelino Lopes,2010-08-30,2019-01-23,SERVIÇOS DOMÉSTICOS,mei,Eireli
Baixa Grande do Ribeiro,2005-09-12,2001-01-23,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",media/grande,MEI – Microempreendedor Individual
Barra d'Alcântara,2016-10-10,2006-01-30,COMÉRCIO,me,Sociedade Simples Limitada
Barras,2003-06-11,,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,media/grande,Eireli
Barro Duro,2024-03-02,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",pequena,Sociedade Anônima
Batalha,2008-10-17,,INFORMAÇÃO E COMUNICAÇÃO,media/grande,Sociedade Anônima
Bela Vista do Piauí,2020-10-15,2002-03-03,"TRANSPORTE, ARMAZENAGEM E CORREIO",pequena,Sociedade Simples Limitada
Belém do Piauí,2021-11-28,,INFORMAÇÃO E COMUNICAÇÃO,mei,Sociedade Simples Limitada
Beneditinos,2019-03-07,2004-01-17,"TRANSPORTE, ARMAZENAGEM E CORREIO",mei,Sociedade Anônima
Bertolínia,2006-10-04,2000-07-07,OUTRAS ATIVIDADES DE SERVIÇOS,mei,EI – Empresário Individual
Betânia do Piauí,2023-07-16,2011-07-22,"TRANSPORTE, ARMAZENAGEM E CORREIO",me,MEI – Microempreendedor Individual
Boa Hora,2009-10-23,2002-03-31,"TRANSPORTE, ARMAZENAGEM E CORREIO",me,EI – Empresário Individual
Bocaina,2022-11-19,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",media/grande,MEI – Microempreendedor Individual
Bom Jesus,2021-10-26,2008-05-10,EDUCAÇÃO,media/grande,Sociedade Simples Limitada
Bom Princípio do Piauí,2017-02-16,2020-08-10,INFORMAÇÃO E COMUNICAÇÃO,media/grande,Eireli
Bonfim do Piauí,2015-05-19,2020-12-29,ELETRICIDADE E GÁS,mei,Sociedade Anônima
Boqueirão do Piauí,2006-09-20,2016-05-31,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",media/grande,Sociedade Anônima
Brasileira,2018-05-17,2009-12-27,INFORMAÇÃO E COMUNICAÇÃO,me,Eireli
Brejo do Piauí,2021-06-08,2013-08-14,ALOJAMENTO E ALIMENTAÇÃO,me,Sociedade Simples Limitada
Buriti dos Lopes,2016-09-13,2019-08-27,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",pequena,Sociedade Simples Limitada
Buriti dos Montes,2001-07-01,,CONSTRUÇÃO,media/grande,Sociedade Anônima
